500 5000
125 271 3
125 309 2
125 313 -1
125 345 -1
125 353 2
125 356 1
125 357 -1
125 416 2
125 445 1
125 450 3
125 462 -1
125 478 1
125 498 -1
126 161 2
126 167 3
126 205 -1
126 209 2
126 220 2
126 249 3
126 256 3
126 282 2
126 290 3
126 332 2
126 335 3
126 360 1
126 361 2
126 398 1
126 424 2
126 436 -1
126 462 1
126 483 3
127 130 1
127 160 2
127 162 1
127 172 1
127 186 1
127 199 3
127 222 -1
127 227 -1
127 228 -1
127 251 3
127 267 1
127 272 3
127 299 1
127 361 1
127 390 1
127 406 1
127 415 2
127 485 2
127 493 -1
127 497 2
128 130 -1
128 177 1
128 222 1
128 233 -1
128 247 1
128 251 3
128 269 1
128 302 -1
128 303 3
128 307 1
128 315 -1
128 404 -1
128 408 -1
128 454 -1
128 467 1
128 490 2
129 144 1
129 148 1
129 186 2
129 192 -1
129 206 2
129 210 -1
129 248 2
129 266 3
129 281 2
129 324 2
129 331 -1
129 340 3
129 388 1
129 394 -1
129 406 3
129 418 1
129 462 2
129 484 -1
130 194 1
130 221 3
130 244 2
130 253 3
130 262 3
130 278 -1
130 432 3
130 443 1
130 469 -1
130 490 1
131 167 -1
131 266 -1
131 269 -1
131 279 3
131 280 2
131 324 3
131 345 3
131 388 1
131 391 2
131 460 2
131 491 2
132 154 -1
132 203 -1
132 212 3
132 215 2
132 251 -1
132 252 3
132 281 -1
132 285 3
132 304 2
132 315 2
132 337 1
132 386 1
132 390 1
132 437 1
132 462 2
133 170 2
133 196 1
133 215 3
133 231 1
133 244 3
133 263 1
133 266 -1
133 279 2
133 339 1
133 340 2
133 362 1
133 407 1
133 420 3
133 430 1
134 161 1
134 168 -1
134 171 1
134 206 1
134 232 -1
134 233 1
134 256 -1
134 284 3
134 289 1
134 342 1
134 358 2
134 394 2
134 401 1
134 405 -1
134 451 -1
134 466 1
134 483 2
134 500 3
135 178 3
135 186 2
135 193 1
135 220 2
135 222 2
135 231 -1
135 275 3
135 318 -1
135 329 -1
135 345 3
135 361 3
135 373 1
135 379 1
135 388 3
135 423 2
135 455 -1
135 473 2
135 484 1
135 489 1
135 499 2
136 140 2
136 150 1
136 162 2
136 179 -1
136 218 -1
136 272 3
136 309 -1
136 371 -1
136 402 1
136 445 1
136 459 1
136 496 1
137 156 1
137 163 1
137 164 -1
137 170 1
137 204 2
137 216 2
137 242 1
137 288 3
137 314 2
137 347 3
137 361 1
137 379 -1
137 404 2
137 430 3
137 445 2
137 449 2
137 468 3
137 481 2
137 484 2
137 492 2
138 145 3
138 186 2
138 215 -1
138 266 -1
138 281 -1
138 284 2
138 312 -1
138 316 1
138 320 -1
138 362 3
138 369 3
138 376 -1
138 390 2
138 401 3
138 405 3
138 443 2
138 446 -1
138 475 2
138 495 3
139 192 1
139 229 3
139 354 3
139 435 1
139 476 -1
139 477 -1
139 499 1
140 159 -1
140 187 2
140 209 -1
140 243 -1
140 268 3
140 304 -1
140 381 1
140 386 2
140 387 1
140 390 -1
140 395 3
140 396 3
140 400 2
140 403 1
140 425 -1
140 454 1
140 465 2
140 467 3
140 471 -1
140 484 -1
141 172 2
141 173 2
141 190 -1
141 240 -1
141 251 3
141 285 2
141 290 -1
141 297 -1
141 342 -1
141 375 3
141 434 2
141 445 1
141 452 2
141 453 1
141 470 -1
141 496 2
142 162 -1
142 179 -1
142 180 1
142 181 3
142 200 2
142 218 1
142 233 -1
142 236 1
142 294 3
142 321 3
142 364 1
142 381 1
142 386 3
142 392 3
142 422 3
142 447 1
142 463 2
142 495 -1
143 174 2
143 187 2
143 199 2
143 210 -1
143 228 1
143 295 2
143 309 -1
143 327 2
143 338 2
143 360 2
143 372 3
143 389 -1
143 418 3
143 427 1
143 429 -1
143 436 1
143 456 2
143 475 3
143 495 -1
144 172 1
144 191 -1
144 223 -1
144 251 -1
144 267 -1
144 284 3
144 315 3
144 368 2
144 377 2
144 389 3
144 464 3
144 465 3
144 473 3
145 155 2
145 161 1
145 183 2
145 243 2
145 275 -1
145 315 2
145 374 2
145 386 3
145 392 -1
145 405 -1
145 430 2
145 448 3
145 487 1
145 494 2
146 150 1
146 177 -1
146 335 -1
146 341 1
146 350 3
146 365 2
146 396 2
146 405 -1
146 415 -1
146 450 2
146 475 3
146 476 -1
146 495 -1
147 148 1
147 180 3
147 203 2
147 281 1
147 295 -1
147 352 -1
147 375 -1
147 382 3
147 387 -1
147 468 1
147 474 3
147 475 2
147 480 -1
147 484 -1
148 155 3
148 167 3
148 174 2
148 243 1
148 244 -1
148 265 1
148 281 2
148 305 1
148 318 2
148 384 1
148 404 -1
148 409 1
148 413 2
148 446 3
148 469 1
148 498 1
149 157 -1
149 162 -1
149 170 -1
149 238 -1
149 266 3
149 268 2
149 281 3
149 287 1
149 338 1
149 363 3
149 392 1
149 432 1
149 495 3
149 498 3
150 154 1
150 183 1
150 202 2
150 252 2
150 286 2
150 290 -1
150 323 3
150 335 2
150 477 -1
150 489 2
151 182 3
151 196 3
151 202 -1
151 225 3
151 228 1
151 257 1
151 269 2
151 281 1
151 295 1
151 329 1
151 441 1
151 464 2
151 466 -1
151 472 1
151 475 -1
152 228 3
152 229 1
152 238 -1
152 256 -1
152 260 2
152 299 2
152 343 2
152 364 3
152 378 1
152 411 2
152 443 3
152 457 2
153 162 3
153 199 1
153 217 3
153 228 -1
153 243 2
153 244 2
153 245 -1
153 254 2
153 262 2
153 310 2
153 313 2
153 329 1
153 331 -1
153 332 1
153 484 -1
154 160 1
154 179 -1
154 189 -1
154 221 1
154 268 -1
154 309 2
154 311 1
154 333 -1
154 338 2
154 353 -1
154 467 3
154 468 -1
154 476 2
155 156 -1
155 215 -1
155 220 2
155 257 3
155 266 -1
155 280 3
155 291 2
155 325 3
155 335 -1
155 341 3
155 348 -1
155 363 1
155 387 -1
155 401 -1
155 425 1
155 429 3
155 470 1
156 168 3
156 183 3
156 196 1
156 212 1
156 252 2
156 269 3
156 291 3
156 303 -1
156 305 -1
156 306 -1
156 323 3
156 330 1
156 344 3
156 366 1
156 412 1
156 424 -1
156 427 2
156 430 3
156 432 3
156 447 3
156 460 2
157 200 3
157 204 -1
157 223 -1
157 276 2
157 285 -1
157 293 1
157 315 1
157 344 1
157 427 3
157 433 -1
157 444 -1
157 449 1
157 459 2
157 464 1
157 472 1
157 487 2
157 489 -1
158 174 3
158 187 1
158 218 -1
158 230 1
158 259 1
158 267 -1
158 282 3
158 292 1
158 299 3
158 320 2
158 322 1
158 327 3
158 339 1
158 428 2
158 440 -1
159 214 1
159 237 -1
159 271 2
159 292 1
159 297 -1
159 338 1
159 342 1
159 363 1
159 387 2
159 397 1
159 417 2
159 438 -1
159 459 1
159 477 1
160 200 3
160 219 3
160 323 3
160 329 2
160 334 -1
160 350 3
160 362 3
160 391 3
160 395 3
160 441 -1
160 480 -1
161 163 3
161 233 -1
161 240 -1
161 244 -1
161 245 3
161 247 -1
161 294 2
161 297 2
161 301 2
161 341 3
161 393 -1
161 404 3
161 407 2
161 409 1
161 415 2
161 443 2
162 192 1
162 212 -1
162 234 2
162 268 3
162 288 3
162 289 -1
162 302 -1
162 319 1
162 338 3
162 368 2
162 412 2
162 425 3
162 447 2
162 464 1
162 480 2
163 177 2
163 245 1
163 260 -1
163 275 2
163 299 1
163 345 -1
163 360 -1
163 417 -1
163 423 2
163 440 1
163 443 -1
163 481 3
164 169 1
164 200 -1
164 227 3
164 228 2
164 248 1
164 268 1
164 345 2
164 371 -1
164 375 1
164 379 3
164 405 -1
164 444 2
164 489 1
165 176 3
165 189 2
165 221 2
165 222 1
165 233 2
165 439 2
165 446 2
165 450 3
165 473 2
165 481 2
166 181 1
166 184 -1
166 197 -1
166 383 1
166 390 1
166 391 3
166 408 3
166 445 3
166 463 3
167 182 -1
167 184 1
167 190 1
167 238 3
167 278 -1
167 299 3
167 316 -1
167 342 -1
167 345 1
167 352 2
167 367 3
167 370 2
167 388 1
167 395 -1
167 454 1
168 205 2
168 269 1
168 303 -1
168 330 1
168 332 3
168 346 1
168 355 2
168 371 2
168 435 1
168 441 -1
169 176 -1
169 177 2
169 205 3
169 263 3
169 288 1
169 377 3
169 395 2
169 398 -1
169 419 3
169 422 2
169 443 2
169 464 1
169 467 2
169 493 2
170 205 2
170 230 1
170 245 3
170 261 2
170 324 2
170 332 3
170 360 -1
170 376 1
170 397 1
170 402 1
170 418 3
171 180 3
171 206 1
171 257 2
171 291 2
171 333 2
171 369 -1
171 402 1
171 417 2
171 447 3
171 462 -1
172 236 1
172 246 2
172 283 2
172 318 3
172 354 1
172 363 -1
172 366 -1
172 371 2
172 373 2
172 385 2
172 427 3
172 476 3
172 477 3
172 481 2
172 494 2
173 183 -1
173 212 -1
173 215 1
173 225 2
173 244 3
173 301 1
173 338 3
173 389 1
173 400 3
173 427 -1
173 442 3
173 478 3
174 177 3
174 201 3
174 277 1
174 310 1
174 319 3
174 363 3
174 364 3
174 416 3
174 474 1
175 212 1
175 229 -1
175 268 3
175 286 2
175 290 2
175 306 -1
175 311 2
175 324 3
175 345 3
175 347 1
175 372 1
175 450 1
176 188 2
176 201 2
176 210 3
176 231 3
176 252 1
176 258 1
176 261 2
176 311 2
176 324 -1
176 331 3
176 353 2
176 385 3
176 386 2
176 411 1
176 434 2
176 439 1
176 444 3
176 463 1
176 464 -1
177 212 2
177 218 2
177 228 2
177 247 3
177 263 1
177 272 1
177 285 -1
177 297 -1
177 298 2
177 305 -1
177 306 2
177 365 1
177 375 1
177 388 2
177 398 -1
177 401 3
177 408 1
177 417 3
177 431 2
177 446 -1
178 196 3
178 208 -1
178 211 1
178 271 -1
178 329 2
178 344 2
178 367 -1
178 369 1
178 375 -1
178 376 3
178 391 2
178 409 -1
178 449 2
178 450 2
178 453 2
179 194 2
179 259 1
179 266 3
179 330 2
179 337 -1
179 361 1
179 411 -1
179 412 2
179 420 1
179 424 3
179 427 -1
179 447 3
179 457 1
179 489 3
180 213 2
180 234 1
180 376 -1
180 384 1
180 387 3
180 467 1
180 492 2
181 229 2
181 245 -1
181 263 1
181 292 3
181 346 1
181 358 -1
181 366 2
181 373 3
181 406 2
181 425 3
181 483 1
181 488 3
182 199 3
182 200 -1
182 206 3
182 235 3
182 243 2
182 252 3
182 253 1
182 261 3
182 275 1
182 318 3
182 328 1
182 331 1
182 361 2
182 437 1
182 466 1
182 490 -1
183 200 3
183 203 1
183 208 3
183 227 -1
183 241 3
183 307 1
183 323 -1
183 386 2
183 392 -1
183 420 -1
183 429 -1
183 439 -1
183 470 -1
183 495 2
184 197 2
184 217 1
184 229 -1
184 234 -1
184 237 -1
184 297 -1
184 309 -1
184 327 -1
184 374 2
184 406 1
184 457 1
184 487 3
184 496 1
185 197 1
185 205 3
185 219 2
185 228 3
185 308 -1
185 310 -1
185 342 3
185 348 2
185 376 -1
185 390 -1
185 418 2
185 479 -1
185 480 3
186 196 2
186 214 1
186 240 -1
186 279 3
186 283 1
186 378 2
186 390 -1
186 405 3
186 447 -1
186 481 2
186 490 2
187 259 -1
187 286 2
187 302 -1
187 318 -1
187 323 -1
187 351 1
187 363 1
187 400 3
187 422 2
187 425 3
187 438 -1
187 442 2
187 460 2
188 307 2
188 312 -1
188 408 -1
188 461 2
188 470 -1
189 231 3
189 246 -1
189 275 -1
189 296 1
189 314 -1
189 351 -1
189 352 2
189 353 2
189 361 3
189 393 -1
189 445 2
190 253 1
190 259 2
190 266 2
190 272 1
190 283 -1
190 362 1
190 386 3
190 460 2
190 471 2
191 193 -1
191 250 3
191 317 -1
191 334 -1
191 337 1
191 378 2
191 427 -1
191 452 -1
191 494 1
192 226 3
192 233 1
192 253 1
192 335 1
192 350 3
192 431 -1
192 480 3
192 482 1
192 496 1
193 217 2
193 242 2
193 267 1
193 275 1
193 340 -1
193 359 2
193 368 2
193 398 -1
193 409 -1
193 431 -1
193 460 2
193 477 2
194 202 3
194 207 1
194 241 3
194 265 3
194 275 -1
194 335 3
194 358 1
194 409 2
194 412 2
194 451 2
194 454 2
194 462 -1
194 466 2
194 498 3
195 198 -1
195 240 1
195 291 3
195 327 3
195 374 3
195 375 3
195 407 -1
195 429 1
195 440 -1
196 207 1
196 234 2
196 237 1
196 248 2
196 250 2
196 251 -1
196 285 3
196 286 -1
196 290 3
196 307 2
196 347 1
196 355 2
196 356 -1
196 384 2
196 393 -1
196 400 2
196 425 1
196 429 1
196 431 2
196 442 -1
196 487 2
196 493 3
197 217 2
197 218 1
197 251 3
197 297 3
197 336 1
197 346 3
197 348 1
197 349 -1
197 355 -1
197 372 1
197 399 2
197 435 -1
198 263 1
198 293 2
198 322 1
198 323 -1
198 403 -1
198 406 -1
198 410 3
198 425 1
198 434 1
198 459 1
199 216 1
199 275 1
199 297 3
199 298 -1
199 302 1
199 336 3
199 453 1
199 454 1
200 302 -1
200 304 3
200 305 -1
200 349 2
200 420 2
200 458 2
201 205 3
201 211 1
201 237 2
201 270 3
201 291 1
201 313 -1
201 328 1
201 335 -1
201 341 2
201 357 2
201 373 2
201 407 -1
201 409 -1
201 411 2
201 483 3
202 206 2
202 207 1
202 247 2
202 302 3
202 369 2
202 372 2
202 405 2
202 431 1
202 436 1
202 496 -1
202 500 3
203 264 -1
203 272 -1
203 281 2
203 302 2
204 210 3
204 221 1
204 270 1
204 286 3
204 314 1
204 328 2
204 392 -1
204 475 3
205 222 3
205 287 1
205 307 3
205 342 1
205 403 2
205 421 -1
205 468 2
205 483 2
206 212 3
206 280 1
206 348 1
206 368 1
206 393 3
206 398 3
206 437 3
206 446 1
206 470 2
206 478 3
206 496 -1
206 498 3
207 215 2
207 221 2
207 226 2
207 310 -1
207 327 3
207 337 2
207 352 2
207 382 3
207 395 1
207 428 3
207 480 -1
208 246 -1
208 287 1
208 321 3
208 325 -1
208 343 -1
208 360 2
208 364 -1
208 368 2
208 450 3
208 458 1
208 474 3
208 485 1
209 213 1
209 225 -1
209 281 3
209 303 2
209 319 2
209 328 -1
209 341 1
209 397 3
209 414 1
209 417 -1
209 452 -1
210 240 3
210 249 -1
210 253 1
210 358 3
210 374 3
210 381 -1
210 408 -1
210 429 3
210 435 3
210 457 2
210 461 -1
210 472 3
210 480 1
211 231 1
211 257 3
211 267 -1
211 268 3
211 276 3
211 309 3
211 329 -1
211 348 3
211 373 2
211 409 2
211 418 3
211 419 -1
211 431 1
211 468 3
212 252 2
212 275 3
212 288 2
212 289 2
212 415 1
212 421 2
212 462 -1
212 465 1
212 467 3
213 238 -1
213 271 1
213 317 1
213 319 2
213 392 -1
213 405 2
213 435 3
214 223 -1
214 276 -1
214 377 3
214 383 -1
214 420 3
214 431 1
214 463 -1
214 467 -1
214 479 2
214 489 1
214 491 3
215 231 -1
215 255 3
215 261 -1
215 266 -1
215 307 1
215 393 -1
215 420 1
215 423 3
215 427 2
215 428 2
215 434 3
215 470 3
216 219 2
216 235 -1
216 249 2
216 292 -1
216 297 3
216 317 -1
216 347 2
216 353 -1
216 376 3
216 381 2
216 402 2
216 409 3
216 433 -1
216 436 1
216 449 -1
216 459 -1
216 465 -1
216 486 3
217 222 3
217 235 3
217 236 1
217 296 2
217 315 3
217 337 1
217 349 1
217 354 3
217 355 3
217 367 2
217 380 2
217 419 -1
217 481 3
218 221 1
218 284 1
218 285 1
218 297 -1
218 306 2
218 328 2
218 431 -1
218 498 -1
219 224 2
219 265 -1
219 296 1
219 298 -1
219 303 -1
219 382 1
219 397 3
219 401 2
219 402 1
219 419 2
219 451 2
219 456 3
219 469 2
219 488 3
220 310 1
220 362 1
220 363 2
220 369 1
220 395 1
220 400 1
220 417 2
220 434 1
220 438 3
220 443 3
220 451 1
220 461 -1
221 252 1
221 305 3
221 392 1
221 438 2
221 443 2
221 487 1
221 488 3
222 223 3
222 281 2
222 294 3
222 323 3
222 336 2
222 348 3
222 351 -1
222 372 1
222 374 -1
222 390 1
223 274 2
223 292 1
223 306 1
223 335 -1
223 338 3
223 370 1
223 371 3
223 382 2
223 398 1
223 412 -1
223 416 2
223 421 2
223 460 1
223 462 3
223 465 -1
223 474 -1
224 254 2
224 259 2
224 295 2
224 306 1
224 312 -1
224 325 -1
224 327 1
224 339 1
224 351 2
224 362 1
224 387 -1
224 411 1
224 418 2
224 470 2
224 492 1
224 498 3
225 248 3
225 259 2
225 299 1
225 327 -1
225 366 -1
225 370 1
225 378 2
225 383 3
225 410 2
225 474 3
225 480 3
225 487 3
226 239 2
226 248 -1
226 288 2
226 311 1
226 317 2
226 355 3
226 367 1
226 391 3
226 407 2
226 454 3
227 240 -1
227 277 3
227 282 1
227 292 1
227 294 1
227 309 2
227 310 3
227 312 1
227 354 2
227 358 3
227 473 1
227 483 2
227 495 -1
228 239 3
228 247 1
228 269 2
228 299 -1
228 318 1
228 336 -1
228 341 2
228 343 2
228 349 1
228 353 -1
228 380 3
228 413 -1
228 444 3
228 455 2
228 460 3
228 481 3
228 499 1
229 259 -1
229 265 1
229 342 1
229 343 -1
229 349 1
229 353 -1
229 359 1
229 367 3
229 376 1
229 379 -1
229 385 2
229 401 2
229 403 -1
229 406 3
229 449 -1
230 249 3
230 288 3
230 323 2
230 369 2
230 392 3
230 402 1
230 422 1
230 458 -1
231 284 2
231 305 -1
231 338 1
231 354 1
231 381 1
231 492 3
232 271 3
232 284 -1
232 333 3
232 342 1
232 368 2
232 377 3
232 442 1
232 447 1
232 490 2
233 266 2
233 281 3
233 301 2
233 304 -1
233 317 1
233 371 3
233 378 2
233 394 3
233 401 3
233 416 2
233 417 2
233 432 -1
234 245 3
234 264 -1
234 277 2
234 352 2
234 376 -1
234 437 2
234 471 -1
235 287 2
235 295 3
235 296 -1
235 306 2
235 369 1
235 375 3
235 383 -1
235 474 -1
235 481 -1
236 375 3
236 424 -1
236 441 3
236 452 3
236 463 2
237 248 -1
237 307 -1
237 327 -1
237 352 2
237 368 -1
237 375 3
237 432 1
238 249 -1
238 254 -1
238 263 1
238 414 2
238 431 -1
238 434 3
238 437 3
238 448 1
238 450 3
238 468 -1
239 254 -1
239 255 1
239 256 3
239 264 3
239 298 -1
239 307 2
239 352 -1
239 361 3
239 395 1
239 407 3
239 414 -1
239 444 2
239 476 1
239 479 2
240 253 2
240 260 1
240 294 2
240 312 2
240 330 3
240 341 -1
240 463 2
241 247 3
241 266 2
241 287 2
241 311 -1
241 325 2
241 380 -1
241 394 3
241 425 1
241 451 2
241 468 -1
241 493 3
241 498 1
242 243 2
242 244 3
242 272 3
242 312 3
242 314 1
242 348 1
242 363 -1
242 401 1
242 402 -1
242 433 -1
242 437 1
242 438 1
242 452 1
242 479 -1
243 249 2
243 275 3
243 320 1
243 345 3
244 258 3
244 270 1
244 274 1
244 278 1
244 301 1
244 303 1
244 324 3
244 328 -1
244 355 1
244 369 1
244 417 3
244 437 -1
244 492 -1
244 498 -1
245 315 2
245 332 1
245 396 3
245 401 3
245 423 3
245 453 1
245 455 1
245 480 1
245 496 3
246 257 3
246 312 2
246 320 3
246 330 -1
246 350 2
246 356 -1
246 425 2
246 445 3
246 456 1
246 483 -1
247 250 2
247 254 1
247 260 2
247 290 3
247 312 3
247 319 -1
247 368 -1
247 369 3
247 390 2
247 391 -1
247 394 3
247 468 -1
248 253 -1
248 254 2
248 255 1
248 315 2
248 415 1
248 421 -1
248 494 2
249 269 3
249 283 -1
249 323 3
249 382 -1
249 430 2
249 438 3
249 444 1
249 482 -1
249 489 1
250 330 3
250 365 3
250 369 3
250 392 3
250 397 3
250 403 2
250 440 -1
250 470 2
250 483 3
251 273 1
251 303 1
251 362 -1
251 384 1
251 400 1
251 402 3
251 417 3
251 426 -1
251 434 3
251 476 3
252 306 2
252 310 1
252 344 2
252 364 -1
252 365 -1
252 414 -1
253 261 3
253 263 1
253 286 -1
253 291 2
253 306 2
253 315 -1
253 320 1
253 323 -1
253 342 2
253 343 1
253 408 -1
253 416 3
253 478 2
254 265 -1
254 397 -1
254 402 2
254 406 1
254 419 2
254 463 2
255 261 -1
255 274 2
255 289 -1
255 306 3
255 366 -1
255 415 3
255 417 -1
255 418 -1
255 425 3
255 482 -1
255 495 1
255 498 2
256 370 -1
256 400 1
256 423 2
256 425 2
256 459 3
256 464 1
256 497 3
257 261 1
257 280 2
257 302 2
257 392 -1
257 456 2
257 462 1
257 464 2
258 266 2
258 270 2
258 310 -1
258 336 2
258 345 2
258 390 2
258 398 3
258 411 1
258 417 2
258 445 1
258 446 2
258 448 2
258 457 3
258 478 3
258 485 3
258 488 -1
259 263 2
259 285 -1
259 297 1
259 342 2
259 448 -1
260 262 1
260 265 2
260 272 1
260 309 2
260 325 -1
260 389 1
260 430 2
260 433 2
260 470 2
260 472 1
261 265 1
261 294 3
261 296 -1
261 324 1
261 357 2
261 369 3
261 394 -1
261 405 -1
261 446 -1
261 471 -1
262 290 3
262 296 3
262 297 1
262 300 1
262 316 2
262 374 3
262 393 -1
262 472 -1
263 307 -1
263 387 2
263 407 -1
263 486 1
263 490 2
264 342 -1
264 351 2
264 395 3
264 406 2
264 431 3
264 437 3
264 440 3
264 455 -1
264 460 1
264 488 3
265 267 2
265 332 -1
265 341 3
265 355 -1
265 361 2
265 370 2
265 375 3
265 417 -1
265 458 3
265 464 2
266 282 1
266 361 2
266 373 -1
266 396 3
266 463 -1
266 485 3
267 281 -1
267 326 3
267 344 1
267 363 1
267 368 1
267 408 1
267 484 1
267 485 1
268 278 -1
268 297 1
268 340 3
268 382 -1
268 392 2
268 393 3
268 394 1
268 431 3
268 449 3
268 456 3
268 474 -1
268 489 2
268 499 3
269 274 1
269 280 2
269 322 2
269 332 -1
269 357 2
269 381 2
269 403 1
269 417 3
269 455 3
269 493 1
270 284 -1
270 290 1
270 294 1
270 320 -1
270 327 -1
270 376 1
270 392 3
270 440 1
270 444 3
270 452 1
270 480 2
270 492 1
271 313 3
271 318 2
271 320 1
271 321 2
271 325 1
271 384 2
271 412 3
271 482 2
272 293 1
272 308 -1
272 337 1
272 344 1
272 353 1
272 477 1
273 283 -1
273 292 2
273 297 3
273 331 -1
273 337 1
273 346 1
273 350 -1
273 367 2
273 380 2
273 436 1
274 281 -1
274 304 2
274 310 2
274 356 -1
274 366 1
274 372 2
274 400 2
274 403 3
274 407 1
274 428 3
274 430 1
274 435 -1
275 283 3
275 286 3
275 292 3
275 325 1
275 326 -1
275 351 1
275 391 2
275 393 3
275 418 2
275 427 3
275 438 -1
275 457 3
276 318 2
276 321 1
276 374 3
276 376 1
276 378 1
276 381 1
276 390 -1
276 421 1
276 424 3
276 443 3
276 450 1
276 451 -1
277 283 -1
277 317 3
277 328 -1
277 351 2
277 352 -1
277 369 -1
277 434 1
277 457 3
277 464 -1
278 281 3
278 310 3
278 348 3
278 352 3
278 364 2
278 391 2
278 428 -1
278 480 2
278 488 3
279 317 1
279 371 -1
279 378 -1
279 407 3
279 409 1
279 420 2
279 438 1
279 446 2
279 498 3
280 289 -1
280 346 3
280 372 3
280 374 2
280 384 3
280 398 2
280 433 3
281 301 -1
281 308 -1
281 340 3
281 368 3
281 403 1
281 448 -1
281 482 -1
281 488 -1
282 357 -1
282 378 1
282 388 -1
282 401 2
282 457 3
283 333 3
283 335 2
283 356 -1
283 357 3
283 390 2
283 405 3
283 429 1
283 440 3
283 451 2
283 469 -1
283 478 2
284 398 -1
284 430 3
284 494 3
285 297 -1
285 304 2
285 352 -1
285 355 3
285 395 1
285 414 -1
285 415 3
285 448 1
285 475 -1
285 492 3
286 314 3
286 340 2
286 344 3
286 357 2
286 363 3
286 387 3
286 390 -1
286 421 -1
286 439 3
286 456 2
286 476 3
287 324 2
287 362 2
287 387 2
287 405 -1
287 417 2
287 429 2
287 433 -1
288 292 1
288 298 3
288 317 -1
288 372 1
288 379 -1
288 389 -1
288 401 1
288 484 3
288 498 1
289 298 1
289 323 -1
289 329 2
289 388 1
289 442 -1
289 475 3
290 300 3
290 301 -1
290 400 1
290 439 -1
290 465 1
291 295 2
291 307 2
291 312 -1
291 325 3
291 329 2
291 339 3
291 357 -1
291 358 3
291 402 2
291 441 -1
291 474 3
292 339 1
292 380 2
292 428 1
292 452 3
292 453 1
293 296 -1
293 304 3
293 321 -1
293 374 -1
293 403 3
293 409 -1
293 478 2
293 499 -1
294 367 2
294 409 2
294 446 3
294 458 3
294 494 3
295 323 3
295 346 2
295 347 1
295 460 3
295 479 2
295 488 2
296 345 1
296 379 3
296 388 1
296 390 1
296 492 3
297 345 3
297 365 -1
297 422 -1
297 429 1
297 439 -1
297 457 1
297 480 2
298 314 2
298 320 1
298 332 -1
298 347 3
298 348 -1
298 354 1
298 374 1
298 416 3
298 458 2
298 470 1
298 494 -1
299 302 3
299 327 1
299 332 1
299 350 2
299 354 2
299 438 -1
299 459 2
299 468 -1
299 483 3
300 312 1
300 326 1
300 353 3
300 388 1
300 400 -1
300 432 -1
300 449 3
300 472 -1
300 486 2
301 309 3
301 349 2
301 399 1
301 410 1
301 432 3
301 461 1
302 317 -1
302 341 -1
302 359 3
302 451 3
302 461 -1
302 478 1
303 329 1
303 332 3
303 363 3
303 400 1
303 435 -1
303 442 1
303 460 2
303 468 1
303 485 -1
304 319 1
304 322 1
304 349 -1
304 378 -1
304 396 2
304 417 2
304 464 1
305 313 1
305 320 1
305 338 2
305 378 -1
305 380 -1
305 381 1
305 383 2
305 390 2
305 413 2
305 455 -1
305 463 -1
305 470 3
306 310 3
306 364 2
306 444 3
306 456 2
306 469 -1
306 486 2
306 498 3
307 309 2
307 327 3
307 415 3
307 422 3
308 344 1
308 375 3
308 410 1
308 419 -1
308 441 -1
308 449 1
308 473 -1
308 489 3
309 319 3
309 339 -1
309 363 3
309 377 1
309 383 -1
309 441 3
310 357 3
310 359 1
310 409 2
310 415 2
310 420 2
310 441 -1
310 442 3
310 484 1
311 336 2
311 378 1
311 415 3
311 458 3
311 464 1
311 475 1
311 478 -1
311 488 2
311 499 1
312 318 1
312 365 2
312 408 2
312 410 1
312 420 2
313 375 -1
313 405 -1
313 443 -1
313 452 -1
313 474 -1
313 488 3
313 500 1
314 324 2
314 340 2
314 357 1
314 366 3
314 388 1
314 423 3
314 463 2
314 464 1
314 469 3
314 496 1
314 497 2
315 334 1
315 352 1
315 379 3
315 386 2
315 405 2
315 431 2
315 447 3
315 448 -1
315 468 3
316 342 -1
316 390 2
316 410 2
316 412 1
316 439 1
316 470 3
316 482 -1
317 318 -1
317 342 1
317 368 2
317 373 3
317 381 3
317 391 3
317 419 -1
317 433 1
317 435 -1
317 493 2
318 343 3
318 418 1
318 438 1
318 440 3
319 387 -1
319 454 3
319 471 1
320 495 1
321 353 3
321 383 3
321 431 1
321 488 3
322 329 -1
322 364 1
322 411 2
322 438 1
322 485 2
322 494 2
323 343 3
323 375 2
323 385 2
323 386 3
323 389 2
323 390 1
323 444 2
323 446 2
323 448 2
323 455 3
323 478 -1
323 481 -1
323 487 1
324 334 -1
324 337 -1
324 340 2
324 342 3
324 407 1
324 417 -1
324 419 2
324 433 3
324 470 -1
324 481 -1
325 348 2
325 373 2
325 376 2
325 380 -1
325 409 1
325 418 2
325 446 3
325 456 2
325 467 3
325 480 3
326 357 -1
326 385 2
326 463 3
326 473 1
326 490 3
326 493 2
327 328 3
327 333 2
327 348 1
327 366 1
327 397 2
327 457 -1
327 483 1
328 332 3
328 341 1
328 403 -1
328 428 2
328 431 -1
328 433 2
329 339 -1
329 374 2
329 416 -1
329 462 1
329 482 -1
330 356 1
330 358 3
330 360 -1
330 388 2
330 401 2
330 416 2
330 451 2
330 455 1
331 378 2
331 379 1
331 407 3
331 434 2
331 472 3
331 480 1
332 333 3
332 389 2
332 395 3
333 360 -1
333 384 -1
333 412 2
333 467 1
333 473 3
333 481 1
333 491 2
333 498 2
334 364 1
334 378 -1
334 391 2
334 404 1
334 452 1
334 468 3
334 485 3
335 365 1
335 389 2
335 394 2
335 399 3
335 403 3
