generation,continent,pool
39,0,-27036*2 -26756*1 -26704*1 -26696*1 -26572*1 -26508*1 -26504*1 -26464*1 -26388*1 -26368*1 -26344*1 -26272*1 -26264*1 -26132*1 -25960*1 -25840*1 -25832*1 -25812*1 -25808*1 -25772*1 -25724*1 -25676*1 -25652*1 -25616*1 -25604*1 -25576*1 -25556*1 -25484*1 -25472*1 -25464*1 -25400*1 -25392*1 -25372*2 -25344*1 -25324*2 -25304*1 -25280*1 -25192*3 -25176*1 -25060*1 -25016*1 -24828*1 -24772*1 -24712*1 -24696*1 -24664*1 -24660*1 -24528*1 -24500*1 -24460*2 -24380*1 -24372*1 -24360*1 -24260*1 -24192*1 -24012*1 -23880*1 -23584*1 -22992*3 -22412*1
40,0,-27036*2 -26756*1 -26704*1 -26696*1 -26572*1 -26508*1 -26504*1 -26388*1 -26368*1 -26304*1 -26272*1 -26132*1 -25992*1 -25840*1 -25808*1 -25724*1 -25676*1 -25652*1 -25616*1 -25604*1 -25556*1 -25552*1 -25508*1 -25484*1 -25472*1 -25464*2 -25444*1 -25428*1 -25400*1 -25392*1 -25372*2 -25344*1 -25324*2 -25280*1 -25192*3 -25176*1 -25060*1 -25016*1 -24884*1 -24828*1 -24772*1 -24712*1 -24696*1 -24664*1 -24660*1 -24560*1 -24528*1 -24500*1 -24460*1 -24380*1 -24372*1 -24360*1 -24272*1 -24260*1 -24192*1 -24012*1 -23880*1 -23584*1 -22992*2 -22412*2
41,0,-26780*1 -26704*1 -26696*1 -26676*1 -26668*1 -26572*1 -26508*1 -26388*1 -26304*1 -26012*1 -25992*1 -25828*1 -25808*1 -25788*1 -25724*1 -25708*1 -25692*1 -25676*1 -25616*1 -25604*1 -25552*1 -25508*1 -25484*1 -25472*1 -25464*2 -25452*1 -25444*1 -25428*1 -25400*1 -25392*1 -25372*2 -25344*1 -25324*2 -25280*1 -25192*3 -25060*1 -24884*1 -24860*1 -24828*1 -24772*1 -24696*1 -24664*1 -24660*2 -24552*1 -24528*1 -24500*1 -24460*1 -24436*1 -24372*1 -24360*1 -24272*1 -24260*1 -24192*1 -24060*1 -24012*1 -23708*1 -23584*1 -23236*1 -22992*2 -22412*2
42,0,-26772*1 -26696*1 -26676*1 -26668*1 -26508*1 -26388*1 -26304*1 -26012*1 -25992*1 -25840*1 -25828*1 -25788*1 -25744*1 -25708*1 -25692*1 -25636*1 -25616*1 -25604*1 -25528*1 -25508*1 -25504*1 -25484*1 -25472*1 -25464*2 -25452*1 -25416*1 -25400*1 -25392*1 -25372*1 -25344*1 -25324*2 -25280*1 -25192*3 -25072*1 -25060*1 -24948*1 -24928*1 -24884*1 -24860*1 -24828*1 -24772*1 -24696*1 -24664*1 -24660*1 -24552*1 -24528*1 -24500*1 -24460*1 -24436*1 -24372*1 -24272*1 -24260*1 -24192*1 -24012*1 -23960*1 -23916*1 -23816*1 -23708*1 -23584*1 -23236*1 -22992*2 -22412*2 -21560*1
43,0,-26696*1 -26668*1 -26508*1 -26444*1 -26440*1 -26404*1 -26388*1 -26304*1 -26012*1 -25840*1 -25828*1 -25744*1 -25708*1 -25692*1 -25636*1 -25616*1 -25528*1 -25508*1 -25504*1 -25472*1 -25464*2 -25460*1 -25416*1 -25400*1 -25392*1 -25372*2 -25344*1 -25324*2 -25280*1 -25248*1 -25192*4 -25172*1 -25072*1 -25060*1 -24928*1 -24884*1 -24844*1 -24828*1 -24772*1 -24696*1 -24660*1 -24552*1 -24528*1 -24500*1 -24460*1 -24436*1 -24372*1 -24296*1 -24272*1 -24260*1 -24192*1 -24128*1 -24012*1 -23960*1 -23816*1 -23708*1 -23584*1 -23464*1 -23236*1 -22412*3 -22304*1 -21216*1
44,0,-26696*1 -26560*1 -26404*1 -26304*1 -26112*1 -25932*1 -25872*1 -25840*1 -25828*1 -25744*1 -25708*1 -25688*1 -25636*1 -25616*1 -25528*1 -25508*1 -25504*1 -25464*1 -25460*1 -25400*1 -25392*1 -25372*2 -25344*1 -25324*2 -25304*1 -25280*1 -25192*4 -25172*1 -25160*1 -25072*1 -25060*1 -25012*1 -24928*1 -24884*1 -24844*1 -24716*1 -24696*1 -24672*1 -24660*1 -24640*1 -24616*1 -24552*1 -24528*1 -24500*1 -24460*1 -24436*2 -24372*1 -24296*1 -24272*1 -24192*1 -24128*1 -24016*1 -24012*1 -23960*1 -23816*1 -23584*1 -23464*1 -23372*1 -22640*1 -22412*3 -21692*1 -21216*1
45,0,-26584*1 -26304*1 -25972*1 -25872*1 -25840*1 -25836*1 -25744*1 -25708*1 -25688*1 -25636*1 -25628*1 -25528*1 -25524*1 -25508*1 -25504*2 -25464*1 -25460*1 -25400*2 -25392*1 -25372*2 -25344*1 -25324*2 -25304*1 -25280*1 -25192*4 -25160*1 -25072*1 -25060*1 -25012*1 -24928*1 -24884*1 -24844*1 -24716*1 -24696*1 -24672*1 -24660*1 -24628*1 -24552*1 -24528*1 -24436*2 -24372*1 -24296*1 -24272*1 -24224*1 -24192*1 -24128*1 -24080*1 -24016*1 -23960*1 -23896*1 -23828*1 -23816*1 -23584*1 -23464*1 -23372*1 -23260*1 -22412*1 -22036*1 -21860*1 -21816*1 -21692*1 -21216*1
46,0,-26584*1 -26304*1 -25840*1 -25836*1 -25712*1 -25672*1 -25636*2 -25528*1 -25524*1 -25504*3 -25464*1 -25460*1 -25424*1 -25400*1 -25392*1 -25372*2 -25344*1 -25324*1 -25304*1 -25280*1 -25192*4 -25160*1 -25128*1 -25072*1 -25048*1 -25012*1 -24928*1 -24904*1 -24844*1 -24716*1 -24708*1 -24672*1 -24660*2 -24628*1 -24528*1 -24484*1 -24436*2 -24296*1 -24272*1 -24192*1 -24180*1 -24128*1 -24080*1 -24016*1 -23960*1 -23896*1 -23828*1 -23816*1 -23780*1 -23652*1 -23496*1 -23464*1 -23372*1 -23260*1 -22836*1 -22412*1 -21880*1 -21860*1 -21816*1 -21692*1 -21216*1
47,0,-26584*1 -25840*1 -25836*1 -25712*1 -25636*2 -25568*1 -25560*1 -25504*2 -25468*1 -25464*1 -25460*1 -25424*1 -25400*1 -25392*1 -25372*1 -25344*1 -25324*1 -25304*1 -25280*1 -25216*2 -25192*4 -25072*1 -25048*1 -24936*1 -24928*1 -24904*1 -24876*1 -24844*1 -24716*2 -24708*1 -24672*1 -24660*2 -24628*1 -24516*1 -24436*2 -24296*1 -24192*1 -24180*1 -24128*1 -24080*1 -24036*1 -24016*1 -23984*1 -23860*1 -23828*1 -23816*1 -23780*1 -23652*1 -23496*1 -23464*1 -23372*1 -23352*1 -23260*1 -22948*1 -22412*1 -22160*1 -21860*1 -21816*1 -21692*1 -21216*2
48,0,-25984*1 -25840*1 -25836*1 -25712*1 -25636*2 -25568*1 -25560*1 -25504*2 -25468*1 -25464*1 -25460*1 -25424*1 -25400*1 -25392*1 -25304*1 -25280*1 -25216*1 -25192*4 -25184*1 -25072*1 -24928*2 -24892*1 -24876*1 -24812*1 -24728*1 -24716*2 -24708*1 -24672*1 -24660*1 -24628*1 -24516*1 -24484*1 -24436*2 -24296*1 -24228*1 -24180*1 -24084*1 -24080*1 -24016*1 -23996*1 -23984*2 -23860*1 -23816*1 -23804*1 -23780*1 -23760*1 -23652*1 -23496*1 -23464*1 -23352*1 -23260*1 -23180*1 -22616*1 -22348*1 -22292*1 -22160*1 -21860*1 -21816*1 -21428*1 -21216*2
49,0,-25948*1 -25840*1 -25836*1 -25712*1 -25636*2 -25568*1 -25560*1 -25504*1 -25468*1 -25464*1 -25424*1 -25400*1 -25384*1 -25304*1 -25280*1 -25216*1 -25192*3 -25184*1 -25124*1 -25072*1 -25004*1 -24892*1 -24876*1 -24840*1 -24768*1 -24728*1 -24716*2 -24672*1 -24660*1 -24628*1 -24516*2 -24484*1 -24472*1 -24436*2 -24416*1 -24228*1 -24180*1 -24084*1 -24080*1 -24016*1 -23984*2 -23860*1 -23804*1 -23780*1 -23652*1 -23616*1 -23564*1 -23496*1 -23464*1 -23308*1 -23244*1 -23180*1 -23068*1 -22896*1 -22616*1 -22348*1 -22292*1 -21816*1 -21736*1 -21428*1 -21392*1 -21216*2
50,0,-25840*1 -25712*1 -25636*2 -25568*1 -25560*1 -25504*2 -25468*1 -25464*1 -25424*1 -25400*1 -25304*1 -25280*1 -25216*1 -25192*4 -25184*1 -25124*1 -25072*1 -25004*1 -24840*1 -24816*1 -24728*1 -24716*2 -24628*1 -24616*1 -24528*1 -24516*2 -24468*1 -24436*1 -24416*1 -24344*1 -24316*1 -24228*1 -24208*1 -24204*1 -24180*1 -24084*1 -24080*1 -24016*1 -23984*1 -23840*1 -23804*1 -23780*1 -23652*1 -23528*1 -23496*1 -23464*1 -23308*1 -23192*1 -23180*1 -23176*1 -23116*1 -23104*1 -23068*1 -22896*1 -22508*1 -22348*1 -22292*1 -21736*1 -21428*1 -21392*1 -21372*1 -21216*2
51,0,-25780*1 -25712*1 -25636*1 -25568*1 -25560*1 -25504*1 -25496*1 -25468*1 -25464*1 -25424*1 -25400*1 -25304*1 -25280*1 -25192*4 -25124*1 -25076*1 -25072*1 -25004*1 -24840*1 -24816*1 -24716*2 -24684*1 -24628*1 -24616*1 -24528*1 -24516*2 -24504*1 -24468*1 -24436*1 -24344*1 -24208*1 -24180*1 -24084*1 -24080*2 -24020*1 -24016*1 -23984*1 -23840*1 -23804*1 -23748*1 -23652*1 -23616*1 -23528*1 -23496*1 -23468*1 -23464*1 -23192*1 -23180*1 -23120*1 -23116*1 -23104*1 -23068*1 -22708*1 -22548*1 -22508*1 -22384*1 -22348*1 -22292*1 -21496*1 -21428*1 -21392*1 -21372*1 -21216*2
52,0,-25780*1 -25712*1 -25568*1 -25560*1 -25504*1 -25496*1 -25468*1 -25464*1 -25424*1 -25304*1 -25284*1 -25280*1 -25236*1 -25192*3 -25124*1 -25076*1 -25072*1 -25004*1 -24840*1 -24816*1 -24716*1 -24684*1 -24628*1 -24572*1 -24528*1 -24516*2 -24180*2 -24104*2 -24084*1 -24080*2 -24052*1 -24020*1 -23984*1 -23880*1 -23840*1 -23804*1 -23764*1 -23748*1 -23652*1 -23616*1 -23528*1 -23496*1 -23456*1 -23440*1 -23328*2 -23192*1 -23180*1 -23120*1 -23116*1 -23104*1 -23068*1 -22548*1 -22508*1 -22372*1 -22348*1 -21940*1 -21728*1 -21496*1 -21428*1 -21392*1 -21372*1 -21216*2
53,0,-25560*1 -25504*1 -25496*1 -25468*1 -25464*1 -25348*1 -25304*1 -25280*1 -25272*1 -25256*1 -25192*3 -25152*1 -25124*1 -25080*1 -25076*1 -25072*1 -25004*1 -24736*1 -24716*1 -24684*1 -24628*1 -24560*1 -24528*1 -24516*2 -24228*1 -24180*2 -24104*1 -24084*1 -24080*2 -24048*1 -24020*1 -23880*1 -23872*1 -23840*1 -23828*1 -23804*1 -23748*1 -23616*1 -23572*1 -23552*1 -23528*1 -23496*1 -23440*1 -23408*1 -23328*2 -23192*1 -23180*1 -23152*1 -23120*1 -23116*1 -23068*1 -22892*1 -22548*1 -22508*1 -22372*1 -22348*1 -21940*1 -21728*1 -21496*1 -21428*1 -21392*1 -21372*1 -21216*2
54,0,-25560*1 -25504*1 -25496*1 -25468*1 -25464*1 -25348*1 -25304*1 -25272*1 -25256*1 -25192*2 -25152*1 -25124*1 -25080*1 -25076*1 -24728*1 -24684*1 -24652*1 -24628*1 -24592*1 -24528*2 -24516*2 -24208*1 -24180*2 -24152*1 -24084*1 -24080*3 -23916*1 -23872*1 -23828*1 -23804*1 -23748*1 -23684*1 -23672*1 -23616*1 -23572*3 -23552*1 -23528*2 -23496*1 -23440*1 -23408*1 -23328*1 -23192*1 -23152*1 -23120*1 -23116*1 -23068*1 -22860*1 -22852*1 -22740*1 -22548*1 -22372*1 -22348*1 -21940*1 -21728*2 -21496*1 -21428*1 -21392*1 -21372*1 -21216*2
55,0,-25496*1 -25468*1 -25464*1 -25460*1 -25304*1 -25256*1 -25192*2 -25184*1 -25152*1 -25124*1 -25080*1 -25076*1 -24768*1 -24728*1 -24684*1 -24628*1 -24528*2 -24516*1 -24264*1 -24208*1 -24184*1 -24180*1 -24152*1 -24108*1 -24084*1 -24080*3 -23916*1 -23880*1 -23872*1 -23828*1 -23804*1 -23748*1 -23684*1 -23672*1 -23616*1 -23572*2 -23552*1 -23528*2 -23496*1 -23440*1 -23432*1 -23408*1 -23328*1 -23192*1 -23152*1 -23120*1 -23068*1 -23052*1 -22860*1 -22740*1 -22684*1 -22448*1 -22372*1 -22348*1 -22192*1 -21940*1 -21728*2 -21496*1 -21428*1 -21392*1 -21372*1 -21216*2
56,0,-25496*1 -25336*1 -25304*1 -25256*1 -25192*1 -25184*1 -25164*1 -25152*1 -25124*1 -25080*1 -25076*1 -24768*1 -24728*2 -24684*1 -24628*1 -24528*2 -24516*1 -24448*1 -24264*1 -24208*1 -24180*1 -24108*2 -24084*1 -24080*2 -24044*1 -23916*1 -23872*1 -23828*1 -23804*1 -23764*1 -23748*1 -23684*1 -23672*1 -23616*1 -23572*2 -23552*1 -23528*2 -23496*1 -23440*1 -23432*1 -23328*1 -23192*1 -23152*1 -23120*1 -23072*1 -23068*1 -23052*1 -22860*1 -22684*1 -22672*1 -22448*1 -22216*1 -22192*1 -21940*1 -21760*1 -21728*2 -21464*1 -21428*1 -21392*1 -21372*1 -21216*3
57,0,-25336*1 -25304*1 -25284*1 -25256*1 -25192*1 -25184*1 -25152*1 -25124*1 -25080*1 -24768*1 -24728*2 -24684*1 -24628*1 -24528*1 -24516*1 -24464*1 -24448*1 -24416*1 -24264*1 -24248*1 -24208*1 -24180*1 -24108*2 -24084*1 -24080*2 -24044*1 -23872*1 -23804*1 -23764*1 -23684*1 -23672*1 -23616*1 -23572*1 -23552*1 -23528*2 -23496*1 -23432*1 -23264*1 -23192*2 -23172*1 -23152*1 -23140*1 -23120*1 -23072*1 -23068*1 -23008*1 -22884*1 -22860*1 -22684*1 -22672*1 -22448*1 -22384*1 -22192*1 -22008*1 -21940*1 -21760*1 -21728*2 -21464*1 -21392*1 -21372*1 -21216*3 -20772*1
58,0,-25336*1 -25304*1 -25256*1 -25192*1 -25080*1 -24916*1 -24912*1 -24768*1 -24728*1 -24628*1 -24572*1 -24464*1 -24448*1 -24396*1 -24248*2 -24220*1 -24208*1 -24180*1 -24164*1 -24132*1 -24108*2 -24080*2 -24044*1 -24040*1 -23872*1 -23808*1 -23804*1 -23764*1 -23684*1 -23672*1 -23636*1 -23616*1 -23552*1 -23528*2 -23496*1 -23264*1 -23192*2 -23172*1 -23140*1 -23120*1 -23108*1 -23068*1 -23008*1 -22996*1 -22988*1 -22884*1 -22860*1 -22684*1 -22672*1 -22448*1 -22440*1 -22192*1 -22008*1 -21964*1 -21940*1 -21760*1 -21728*2 -21464*1 -21392*1 -21372*1 -21216*1 -21180*1 -20772*2
59,0,-25336*1 -25212*1 -25192*1 -25108*1 -25080*1 -24916*1 -24912*1 -24768*1 -24728*1 -24628*1 -24464*1 -24448*1 -24396*1 -24292*1 -24248*2 -24220*1 -24208*1 -24180*1 -24164*1 -24132*1 -24108*2 -24080*2 -24044*1 -24040*1 -23872*1 -23808*1 -23804*1 -23764*1 -23672*1 -23616*1 -23564*1 -23404*1 -23264*1 -23192*2 -23140*1 -23108*1 -23068*1 -23020*1 -23004*1 -22996*1 -22984*1 -22960*1 -22916*1 -22860*2 -22808*1 -22736*1 -22684*1 -22672*1 -22448*1 -22388*1 -22192*1 -22184*1 -22008*1 -21964*1 -21940*1 -21728*2 -21464*1 -21372*1 -21324*1 -21216*2 -21180*1 -20772*1 -20116*1
60,0,-25336*1 -25192*1 -25124*1 -25080*1 -25016*1 -24916*1 -24768*1 -24684*1 -24560*1 -24464*1 -24364*1 -24328*1 -24292*1 -24248*2 -24208*1 -24180*1 -24164*1 -24108*2 -24092*1 -24080*2 -24044*1 -24040*1 -23872*1 -23808*1 -23804*1 -23796*1 -23764*1 -23564*1 -23440*1 -23404*1 -23264*1 -23240*1 -23192*2 -23108*1 -23096*1 -23068*1 -23004*1 -22984*1 -22960*1 -22916*1 -22860*2 -22812*1 -22808*1 -22736*1 -22684*1 -22528*1 -22516*1 -22448*1 -22280*1 -22192*1 -22184*1 -22092*1 -22008*1 -21964*1 -21940*1 -21728*1 -21464*1 -21404*1 -21372*1 -21324*1 -21216*2 -21180*1 -20772*1 -20116*1
61,0,-26492*1 -25080*1 -25060*1 -24916*2 -24768*1 -24716*1 -24684*1 -24560*1 -24416*1 -24372*1 -24328*1 -24292*1 -24248*2 -24208*1 -24180*1 -24108*1 -24092*1 -24080*2 -24040*1 -24028*1 -23872*1 -23808*1 -23804*1 -23784*1 -23764*1 -23564*1 -23552*1 -23516*1 -23484*1 -23440*1 -23404*1 -23240*1 -23192*2 -23108*1 -23096*1 -23004*1 -22984*1 -22920*1 -22916*1 -22860*2 -22812*1 -22808*1 -22736*1 -22660*1 -22516*1 -22440*1 -22284*1 -22280*1 -22192*1 -22092*1 -22008*1 -21964*1 -21940*1 -21804*1 -21728*1 -21672*1 -21572*1 -21464*1 -21404*1 -21372*1 -21324*1 -21216*2 -21180*1 -20116*2
62,0,-26492*1 -25080*1 -25060*1 -24768*1 -24684*1 -24540*1 -24416*1 -24412*1 -24372*1 -24292*1 -24284*1 -24252*1 -24248*2 -24208*1 -24180*1 -24108*1 -24092*1 -24080*2 -24040*1 -24028*1 -23872*1 -23848*1 -23808*1 -23804*1 -23784*1 -23764*1 -23564*1 -23484*1 -23452*1 -23440*1 -23404*1 -23372*1 -23240*1 -23192*1 -23096*1 -23004*1 -22984*1 -22916*1 -22860*2 -22812*1 -22808*1 -22736*1 -22596*1 -22572*1 -22516*1 -22440*1 -22328*1 -22284*1 -22280*1 -22192*1 -22008*1 -21964*1 -21940*1 -21804*1 -21672*1 -21616*1 -21572*1 -21464*1 -21412*1 -21404*1 -21372*1 -21324*1 -21216*2 -21180*1 -21164*1 -20116*2
63,0,-26080*1 -24860*1 -24768*1 -24624*1 -24540*1 -24416*1 -24412*1 -24372*1 -24328*1 -24292*1 -24284*1 -24252*1 -24248*2 -24208*1 -24180*1 -24108*1 -24092*1 -24080*2 -24040*1 -24028*1 -23848*1 -23804*1 -23784*1 -23764*1 -23564*1 -23528*1 -23484*1 -23440*1 -23404*1 -23192*1 -23172*1 -23168*1 -23096*1 -23004*1 -22984*1 -22916*1 -22860*2 -22812*1 -22752*1 -22740*1 -22596*1 -22572*1 -22516*1 -22492*1 -22440*1 -22328*1 -22284*1 -22280*1 -22104*1 -21964*1 -21804*1 -21672*1 -21616*1 -21572*1 -21464*1 -21460*1 -21448*1 -21412*1 -21404*1 -21384*1 -21324*1 -21216*2 -21180*1 -21164*2 -20116*2
64,0,-24860*1 -24740*1 -24696*1 -24540*1 -24412*1 -24292*1 -24284*1 -24252*1 -24248*2 -24208*1 -24180*1 -24108*1 -24080*2 -24040*1 -24028*1 -23992*1 -23956*1 -23848*1 -23816*1 -23804*1 -23764*1 -23572*1 -23564*1 -23528*1 -23484*1 -23440*1 -23416*1 -23404*1 -23172*1 -23096*1 -23052*1 -23004*1 -22984*1 -22976*1 -22916*1 -22860*2 -22772*1 -22752*1 -22740*1 -22596*1 -22572*1 -22516*1 -22492*1 -22440*1 -22284*1 -22280*1 -22216*1 -22104*1 -21964*1 -21804*1 -21672*1 -21616*1 -21572*1 -21464*1 -21460*1 -21448*1 -21412*1 -21404*1 -21384*1 -21324*1 -21216*2 -21180*1 -21164*2 -21084*1 -20116*2
65,0,-24696*1 -24572*1 -24520*1 -24412*1 -24284*1 -24272*1 -24248*2 -24228*1 -24208*1 -24180*1 -24108*1 -24080*2 -24040*1 -24028*1 -23992*1 -23956*1 -23848*1 -23804*1 -23764*1 -23572*1 -23484*1 -23440*1 -23416*1 -23404*1 -23172*1 -23160*1 -23096*1 -23072*1 -23052*1 -23016*1 -22976*1 -22896*1 -22860*2 -22772*1 -22752*1 -22740*1 -22596*1 -22572*1 -22504*1 -22492*1 -22392*1 -22296*1 -22280*1 -22216*1 -22184*1 -22036*1 -21964*1 -21808*1 -21804*1 -21672*1 -21660*1 -21616*1 -21572*1 -21464*1 -21460*1 -21448*1 -21412*1 -21404*1 -21384*1 -21324*1 -21216*2 -21180*1 -21164*1 -21084*1 -21036*1 -20116*1 -19836*1
66,0,-24684*1 -24572*1 -24412*1 -24284*1 -24272*1 -24248*2 -24228*1 -24208*1 -24180*1 -24080*2 -24040*1 -24028*1 -23984*1 -23956*1 -23904*1 -23892*1 -23848*1 -23584*1 -23572*1 -23440*1 -23416*1 -23204*1 -23172*1 -23160*1 -23096*1 -23072*1 -23052*1 -23028*1 -23016*1 -22976*1 -22928*1 -22872*1 -22860*2 -22752*1 -22740*1 -22672*1 -22596*1 -22572*1 -22504*1 -22492*1 -22392*1 -22216*2 -22184*1 -22036*1 -21964*1 -21808*1 -21804*1 -21672*1 -21660*1 -21616*1 -21572*1 -21488*1 -21464*1 -21460*1 -21404*1 -21384*2 -21324*1 -21216*2 -21180*1 -21164*1 -20916*1 -20792*1 -20316*1 -20116*1 -19836*1
67,0,-24412*1 -24284*1 -24272*1 -24248*2 -24228*1 -24216*1 -24084*1 -24080*2 -24040*1 -23984*1 -23924*1 -23904*1 -23892*1 -23848*1 -23672*1 -23640*1 -23572*1 -23520*1 -23440*1 -23416*1 -23172*1 -23160*1 -23096*1 -23072*1 -23028*1 -23016*1 -22928*1 -22872*1 -22860*2 -22752*1 -22672*1 -22660*1 -22640*1 -22596*1 -22572*1 -22504*1 -22492*1 -22472*1 -22392*1 -22316*1 -22216*2 -22208*1 -22096*1 -22036*1 -21964*1 -21808*1 -21684*1 -21672*1 -21660*1 -21616*1 -21572*1 -21488*1 -21464*1 -21404*1 -21384*2 -21324*1 -21216*2 -21180*1 -21164*1 -20916*1 -20792*1 -20316*1 -20248*1 -20116*1 -19740*1
68,0,-24272*2 -24248*1 -24228*1 -24216*2 -24084*1 -24040*1 -23984*1 -23924*1 -23904*1 -23892*1 -23884*1 -23808*1 -23672*1 -23640*1 -23624*1 -23520*1 -23440*1 -23404*1 -23196*1 -23172*1 -23096*1 -23072*1 -22928*1 -22872*1 -22860*2 -22828*1 -22804*1 -22728*1 -22672*2 -22660*1 -22596*1 -22572*1 -22504*1 -22492*1 -22472*1 -22428*1 -22392*1 -22316*1 -22216*2 -22116*1 -22096*1 -21964*1 -21860*1 -21808*1 -21684*1 -21672*1 -21660*1 -21616*1 -21540*1 -21464*1 -21404*1 -21384*2 -21324*1 -21284*1 -21216*2 -21180*1 -21164*1 -21052*1 -20916*1 -20792*1 -20316*1 -20248*1 -20116*1 -19740*1
69,0,-24272*2 -24248*1 -24228*1 -24216*2 -24084*1 -24040*1 -23984*1 -23924*1 -23904*1 -23884*1 -23828*1 -23808*1 -23672*1 -23640*1 -23520*1 -23440*1 -23404*1 -23196*1 -23172*1 -23096*1 -22928*1 -22872*1 -22860*1 -22804*1 -22728*1 -22660*3 -22596*1 -22572*1 -22528*1 -22504*1 -22492*1 -22472*1 -22428*1 -22404*1 -22316*1 -22216*1 -21964*1 -21912*1 -21860*1 -21848*1 -21808*1 -21752*1 -21740*1 -21684*1 -21672*1 -21660*1 -21616*1 -21540*1 -21464*1 -21460*1 -21404*1 -21384*2 -21324*1 -21260*1 -21216*2 -21180*1 -21164*1 -21116*1 -21052*1 -20792*1 -20316*1 -20248*1 -20180*1 -20116*1 -19740*1
70,0,-24272*2 -24216*2 -24140*1 -24004*1 -23948*1 -23924*1 -23896*1 -23828*2 -23672*1 -23640*1 -23528*1 -23520*1 -23440*1 -23428*1 -23404*1 -23308*1 -23196*1 -23172*1 -23096*1 -22872*1 -22860*1 -22772*1 -22752*1 -22728*1 -22660*3 -22572*1 -22528*1 -22504*1 -22492*1 -22428*1 -22348*1 -22316*1 -22272*1 -22072*1 -21964*1 -21912*1 -21860*1 -21808*1 -21784*1 -21760*1 -21752*1 -21740*1 -21684*1 -21672*1 -21660*1 -21616*1 -21464*1 -21460*1 -21416*1 -21404*1 -21384*1 -21324*1 -21260*1 -21216*2 -21180*1 -21164*1 -21136*1 -21116*1 -21052*1 -20792*1 -20316*1 -20248*1 -20180*1 -20116*1 -18964*1
71,0,-24272*2 -24216*2 -24140*1 -24004*1 -23884*1 -23828*2 -23640*1 -23528*1 -23496*1 -23440*1 -23404*1 -23260*1 -23180*1 -23172*2 -23120*1 -22872*2 -22860*1 -22784*1 -22772*1 -22752*1 -22728*1 -22660*3 -22572*1 -22528*1 -22504*2 -22492*1 -22428*1 -22348*1 -22316*1 -22272*1 -21964*1 -21912*1 -21808*1 -21760*1 -21740*1 -21684*1 -21672*2 -21660*1 -21640*1 -21616*1 -21552*1 -21464*1 -21460*1 -21416*1 -21384*1 -21348*1 -21324*1 -21260*1 -21216*2 -21180*1 -21164*1 -21136*1 -21116*1 -20792*1 -20316*1 -20248*1 -20180*1 -20116*1 -20004*1 -19604*1 -18964*1 -18108*1
72,0,-24272*2 -24216*1 -24160*1 -24140*1 -23884*1 -23828*2 -23640*1 -23496*1 -23440*1 -23404*1 -23280*1 -23172*2 -22904*1 -22872*1 -22860*1 -22784*1 -22772*1 -22752*1 -22728*1 -22660*3 -22592*1 -22572*1 -22504*2 -22492*1 -22472*1 -22428*1 -22340*1 -22140*1 -22116*1 -22048*1 -21816*1 -21808*1 -21796*1 -21760*1 -21740*1 -21672*2 -21660*1 -21640*1 -21616*1 -21604*1 -21552*1 -21516*1 -21464*1 -21460*1 -21384*1 -21348*1 -21324*1 -21260*1 -21216*2 -21180*1 -21164*1 -21136*1 -21116*1 -20860*1 -20792*1 -20696*1 -20316*1 -20248*1 -20180*1 -20116*1 -20004*1 -19604*1 -18964*1 -18108*1
73,0,-24272*2 -24160*1 -24140*1 -23828*2 -23640*1 -23560*1 -23496*1 -23280*1 -23192*1 -23172*1 -23128*1 -22992*1 -22904*1 -22860*1 -22812*1 -22784*1 -22772*1 -22752*1 -22728*1 -22660*3 -22592*1 -22572*1 -22504*2 -22492*1 -22472*1 -22428*1 -22140*1 -22116*1 -22048*1 -21968*1 -21808*1 -21796*1 -21760*1 -21740*1 -21672*2 -21660*1 -21640*1 -21616*1 -21604*1 -21552*1 -21516*1 -21492*1 -21464*1 -21460*1 -21348*1 -21324*1 -21260*1 -21216*2 -21164*1 -21140*1 -21136*1 -21116*1 -20928*1 -20860*1 -20836*1 -20792*1 -20696*1 -20192*1 -20180*1 -20116*1 -20004*1 -19604*1 -19572*1 -18964*1 -18108*1
74,0,-24272*1 -24040*1 -23828*1 -23804*1 -23640*1 -23560*1 -23516*1 -23496*1 -23328*1 -23280*1 -23172*1 -23128*1 -22860*1 -22812*1 -22784*1 -22772*1 -22752*1 -22728*1 -22660*3 -22592*1 -22572*1 -22548*2 -22504*1 -22472*1 -22428*1 -22316*1 -22304*1 -22048*1 -21968*1 -21948*1 -21912*1 -21808*1 -21796*1 -21760*1 -21672*3 -21660*1 -21640*1 -21616*1 -21552*1 -21548*1 -21516*1 -21492*1 -21464*1 -21460*1 -21372*1 -21348*1 -21324*1 -21260*1 -21216*2 -21164*1 -21140*1 -21116*1 -20928*1 -20860*1 -20836*1 -20792*1 -20616*1 -20328*1 -20192*1 -20116*1 -20004*1 -19604*1 -19472*1 -19096*1 -18964*1 -18108*1
